No,분류,분류,분류,분류,2020년,2020년,2020년,2021년,2021년,2021년
No,분류,분류,분류,분류,발생량,발생량,발생량,발생량,발생량,발생량
No,분류,분류,분류,분류,톤/년,톤/년,%,톤/년,톤/년,%
No,분류,분류,분류,분류,원자료,전기대비증감,전기대비증감률,원자료,전기대비증감,전기대비증감률
677,경남,종량제방식 등 혼합배출,가연성,폐합성수지류,"87,379.5",0,0,"113,996.5","26,617",30.5
678,경남,종량제방식 등 혼합배출,가연성,폐고무류,"6,140.7",0,0,"10,788.3","4,647.6",75.7
679,경남,종량제방식 등 혼합배출,가연성,폐섬유류,"26,260.3",0,0,"30,810.6","4,550.3",17.3
680,경남,종량제방식 등 혼합배출,가연성,음식물류 폐기물,"31,417.2",0,0,"46,829.9","15,412.7",49.1
681,경남,종량제방식 등 혼합배출,가연성,폐목재류,"27,205.9",0,0,"38,442.5","11,236.6",41.3
682,경남,종량제방식 등 혼합배출,가연성,기타,"190,828.6",0,0,"59,172.2","-131,656.4",-69
683,경남,종량제방식 등 혼합배출,불연성,소계,"87,657.2",0,0,"85,838.6","-1,818.6",-2.1
684,경남,종량제방식 등 혼합배출,불연성,폐금속류,"14,705.7",0,0,"22,594.8","7,889.1",53.6
685,경남,종량제방식 등 혼합배출,불연성,폐유리류,"23,543.4",0,0,"27,261.1","3,717.7",15.8
686,경남,종량제방식 등 혼합배출,불연성,폐토사류,"6,008.3",0,0,"5,982.2",-26.1,-0.4
687,경남,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,"6,215.1",0,0,"5,022.8","-1,192.3",-19.2
688,경남,종량제방식 등 혼합배출,불연성,연탄재,"1,438.2",0,0,"1,786.9",348.7,24.2
689,경남,종량제방식 등 혼합배출,불연성,기타,"35,746.5",0,0,"23,190.8","-12,555.7",-35.1
690,경남,종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),"25,103.4",0,0,"22,091.7","-3,011.7",-12
691,경남,종량제방식 등 혼합배출,기타(배출불명등),기타(배출불명등),"21,280",0,0,"19,117.7","-2,162.3",-10.2
692,경남,재활용 가능자원 분리배출,소계,소계,"353,707.6",0,0,"344,750.4","-8,957.2",-2.5
693,경남,재활용 가능자원 분리배출,폐지류,종이팩,"6,512.5",0,0,"1,103.6","-5,408.9",-83.1
694,경남,재활용 가능자원 분리배출,폐지류,기타,"84,312.5",0,0,"127,593.2","43,280.7",51.3
695,경남,재활용 가능자원 분리배출,고철류,고철류,"36,605.4",0,0,"15,639.4","-20,966",-57.3
696,경남,재활용 가능자원 분리배출,금속캔,금속캔,"12,505.4",0,0,"6,629.6","-5,875.8",-47
697,경남,재활용 가능자원 분리배출,폐합성수지류,비닐류,"21,012",0,0,"21,652.6",640.6,3
698,경남,재활용 가능자원 분리배출,폐합성수지류,발포수지류,"6,252.3",0,0,"3,548.4","-2,703.9",-43.2
699,경남,재활용 가능자원 분리배출,폐합성수지류,PET병,"22,636.2",0,0,"14,871.4","-7,764.8",-34.3
700,경남,재활용 가능자원 분리배출,폐합성수지류,기타,"23,530",0,0,"26,991.1","3,461.1",14.7
701,경남,재활용 가능자원 분리배출,폐고무류,폐고무류,"8,344.1",0,0,"5,873.3","-2,470.8",-29.6
702,경남,재활용 가능자원 분리배출,폐유리병류,폐유리병류,"21,168.9",0,0,"19,110.4","-2,058.5",-9.7
703,경남,재활용 가능자원 분리배출,폐의류,폐의류,"4,169.1",0,0,"9,188.1","5,019",120.4
704,경남,재활용 가능자원 분리배출,폐섬유류,폐섬유류,25.2,0,0,21.8,-3.4,-13.5
705,경남,재활용 가능자원 분리배출,조명폐기물,조명폐기물,221.5,0,0,317.2,95.7,43.2
706,경남,재활용 가능자원 분리배출,폐전지류,폐전지류,184.4,0,0,234.3,49.9,27.1
707,경남,재활용 가능자원 분리배출,영농폐기물,농약용기류,293.4,0,0,671.9,378.5,129
708,경남,재활용 가능자원 분리배출,영농폐기물,폐비닐,"18,288.9",0,0,"20,996.4","2,707.5",14.8
709,경남,재활용 가능자원 분리배출,폐식용유,폐식용유,220,0,0,313,93,42.3
710,경남,재활용 가능자원 분리배출,폐전기전자제품,폐전기전자제품,"4,131.6",0,0,"8,456.3","4,324.7",104.7
711,경남,재활용 가능자원 분리배출,폐가구류,폐가구류,"17,822.5",0,0,"18,043.2",220.7,1.2
712,경남,재활용 가능자원 분리배출,기타,기타,"30,607.4",0,0,"2,978.1","-27,629.3",-90.3
713,경남,재활용 가능자원 분리배출,재활용 잔재물,재활용 잔재물,"34,864.3",0,0,"40,517.1","5,652.8",16.2
714,경남,음식물류 폐기물 분리배출,음식물류 폐기물 분리배출,음식물류 폐기물 분리배출,"308,598.2",0,0,"298,886.2","-9,712",-3.1
715,제주,합계,합계,합계,"417,739.7",0,0,"412,385.5","-5,354.2",-1.3
716,제주,종량제방식 등 혼합배출,소계,소계,"142,844.3",0,0,"134,845.2","-7,999.1",-5.6
717,제주,종량제방식 등 혼합배출,가연성,소계,"129,645.1",0,0,"121,715.3","-7,929.8",-6.1
718,제주,종량제방식 등 혼합배출,가연성,폐지류,"40,450.6",0,0,"36,929","-3,521.6",-8.7
719,제주,종량제방식 등 혼합배출,가연성,폐합성수지류,"31,938.1",0,0,"32,604.9",666.8,2.1
720,제주,종량제방식 등 혼합배출,가연성,폐고무류,"1,419.2",0,0,"1,567",147.8,10.4
721,제주,종량제방식 등 혼합배출,가연성,폐섬유류,"5,695.7",0,0,"10,699.3","5,003.6",87.8
722,제주,종량제방식 등 혼합배출,가연성,음식물류 폐기물,"7,577.9",0,0,"9,543.3","1,965.4",25.9
723,제주,종량제방식 등 혼합배출,가연성,폐목재류,"3,946.3",0,0,"13,079","9,132.7",231.4
724,제주,종량제방식 등 혼합배출,가연성,기타,"38,617.3",0,0,"17,292.8","-21,324.5",-55.2
725,제주,종량제방식 등 혼합배출,불연성,소계,"10,262.3",0,0,"9,861.7",-400.6,-3.9
726,제주,종량제방식 등 혼합배출,불연성,폐금속류,"2,839.8",0,0,"1,316.6","-1,523.2",-53.6
727,제주,종량제방식 등 혼합배출,불연성,폐유리류,"4,623.5",0,0,"2,214.1","-2,409.4",-52.1
728,제주,종량제방식 등 혼합배출,불연성,폐토사류,428.5,0,0,0,-428.5,-100
729,제주,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,188,0,0,0,-188,-100
730,제주,종량제방식 등 혼합배출,불연성,연탄재,966.3,0,0,0,-966.3,-100
731,제주,종량제방식 등 혼합배출,불연성,기타,"1,216.2",0,0,"6,331","5,114.8",420.6
732,제주,종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),"2,936.9",0,0,"3,268.2",331.3,11.3
733,제주,종량제방식 등 혼합배출,기타(배출불명등),기타(배출불명등),0,0,0,0,0,0
734,제주,재활용 가능자원 분리배출,소계,소계,"193,663.2",0,0,"193,669",5.8,0
735,제주,재활용 가능자원 분리배출,폐지류,종이팩,396.7,0,0,98.4,-298.3,-75.2
736,제주,재활용 가능자원 분리배출,폐지류,기타,"75,355.8",0,0,"81,842.7","6,486.9",8.6
737,제주,재활용 가능자원 분리배출,고철류,고철류,"46,710.6",0,0,"62,409.9","15,699.3",33.6
738,제주,재활용 가능자원 분리배출,금속캔,금속캔,"5,553.5",0,0,"2,940.3","-2,613.2",-47.1
739,제주,재활용 가능자원 분리배출,폐합성수지류,비닐류,"4,695.9",0,0,"3,813.7",-882.2,-18.8
740,제주,재활용 가능자원 분리배출,폐합성수지류,발포수지류,580.8,0,0,"1,337.5",756.7,130.3
741,제주,재활용 가능자원 분리배출,폐합성수지류,PET병,"4,202.1",0,0,"4,275.3",73.2,1.7
742,제주,재활용 가능자원 분리배출,폐합성수지류,기타,"5,009.5",0,0,"6,233.9","1,224.4",24.4
743,제주,재활용 가능자원 분리배출,폐고무류,폐고무류,0,0,0,0,0,0
744,제주,재활용 가능자원 분리배출,폐유리병류,폐유리병류,"9,082.1",0,0,"6,920.9","-2,161.2",-23.8
745,제주,재활용 가능자원 분리배출,폐의류,폐의류,68,0,0,"1,389.5","1,321.5","1,943.4"
746,제주,재활용 가능자원 분리배출,폐섬유류,폐섬유류,0,0,0,0,0,0
747,제주,재활용 가능자원 분리배출,조명폐기물,조명폐기물,82.7,0,0,154.9,72.2,87.3
748,제주,재활용 가능자원 분리배출,폐전지류,폐전지류,50.4,0,0,79.4,29,57.5
749,제주,재활용 가능자원 분리배출,영농폐기물,농약용기류,176.7,0,0,348.4,171.7,97.2
750,제주,재활용 가능자원 분리배출,영농폐기물,폐비닐,"5,556.2",0,0,"5,999.7",443.5,8
751,제주,재활용 가능자원 분리배출,폐식용유,폐식용유,0,0,0,0,0,0
752,제주,재활용 가능자원 분리배출,폐전기전자제품,폐전기전자제품,"5,676",0,0,"7,146.5","1,470.5",25.9
753,제주,재활용 가능자원 분리배출,폐가구류,폐가구류,0,0,0,0,0,0
754,제주,재활용 가능자원 분리배출,기타,기타,"17,468.9",0,0,275,"-17,193.9",-98.4
755,제주,재활용 가능자원 분리배출,재활용 잔재물,재활용 잔재물,"12,997.3",0,0,"8,403","-4,594.3",-35.3
756,제주,음식물류 폐기물 분리배출,음식물류 폐기물 분리배출,음식물류 폐기물 분리배출,"81,232.2",0,0,"83,871.3","2,639.1",3.2
"    환경부 자원순환국 자원순환정책과
한국환경공단 자원순환본부 자원순환처 자원순환통계부
",,,,,,,,,,
